case_id,用例类型,场景标签,原始地址,省,市,区县,街道,门牌号,小区,楼栋,单元,室号,邮编,经纬度,预期标准化地址,预期判定,是否需人工复核,备注
CNADDR-0738,integration,缺失门牌,湖北省随州市广水市解放大道万和府15栋3单元1816室,湖北省,随州市,广水市,解放大道,172号,万和府,15栋,3单元,1816室,442038,113.416000|31.726000,湖北省随州市广水市解放大道172号 万和府15栋3单元1816室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0739,integration,疑似不存在,上海市上海市浦东新区不存在路179号龙湖天街,上海市,上海市,浦东新区,创新大道,179号,龙湖天街,18栋,8单元,1827室,200739,121.508000|31.268000,上海市上海市浦东新区不存在路179号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0740,integration,标准地址,北京市北京市朝阳区科创路186号翡翠城1栋5单元1838室,北京市,北京市,朝阳区,科创路,186号,翡翠城,1栋,5单元,1838室,100740,116.400000|39.900000,北京市北京市朝阳区科创路186号 翡翠城1栋5单元1838室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0741,integration,标准地址,广东省深圳市罗湖区友谊路193号东方明珠花园4栋2单元1849室,广东省,深圳市,罗湖区,友谊路,193号,东方明珠花园,4栋,2单元,1849室,518741,114.062000|22.552000,广东省深圳市罗湖区友谊路193号 东方明珠花园4栋2单元1849室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0742,integration,标准地址,江苏省苏州市虎丘区沿江大道200号海纳公馆7栋7单元1860室,江苏省,苏州市,虎丘区,沿江大道,200号,海纳公馆,7栋,7单元,1860室,215742,120.624000|31.304000,江苏省苏州市虎丘区沿江大道200号 海纳公馆7栋7单元1860室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0743,integration,标准地址,湖北省武汉市武昌区文化路207号锦绣家园10栋4单元1871室,湖北省,武汉市,武昌区,文化路,207号,锦绣家园,10栋,4单元,1871室,430743,114.306000|30.596000,湖北省武汉市武昌区文化路207号 锦绣家园10栋4单元1871室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0744,integration,标准地址,湖北省随州市广水市幸福路214号金色华庭13栋1单元1882室,湖北省,随州市,广水市,幸福路,214号,金色华庭,13栋,1单元,1882室,442044,113.388000|31.698000,湖北省随州市广水市幸福路214号 金色华庭13栋1单元1882室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0745,integration,标准地址,上海市上海市浦东新区世纪大道221号书香门第16栋6单元1893室,上海市,上海市,浦东新区,世纪大道,221号,书香门第,16栋,6单元,1893室,200745,121.480000|31.240000,上海市上海市浦东新区世纪大道221号 书香门第16栋6单元1893室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0746,integration,简称/别名,北京市朝阳区中山东一路228号未来城19幢1904室,北京市,北京市,朝阳区,中山东一路,228号,未来城,19栋,3单元,1904室,100746,116.412000|39.912000,北京市北京市朝阳区中山东一路228号 未来城19栋3单元1904室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0747,integration,简称/别名,深圳市罗湖区南京西路235号星河湾2幢1915室,广东省,深圳市,罗湖区,南京西路,235号,星河湾,2栋,8单元,1915室,518747,114.074000|22.564000,广东省深圳市罗湖区南京西路235号 星河湾2栋8单元1915室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0748,integration,缺失门牌,江苏省苏州市虎丘区人民路万和府5栋5单元1926室,江苏省,苏州市,虎丘区,人民路,242号,万和府,5栋,5单元,1926室,215748,120.636000|31.316000,江苏省苏州市虎丘区人民路242号 万和府5栋5单元1926室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0749,integration,疑似不存在,湖北省武汉市武昌区不存在路249号龙湖天街,湖北省,武汉市,武昌区,建设路,249号,龙湖天街,8栋,2单元,1937室,430749,114.318000|30.608000,湖北省武汉市武昌区不存在路249号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0750,integration,标准地址,湖北省随州市广水市解放大道256号翡翠城11栋7单元1948室,湖北省,随州市,广水市,解放大道,256号,翡翠城,11栋,7单元,1948室,442050,113.400000|31.710000,湖北省随州市广水市解放大道256号 翡翠城11栋7单元1948室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0751,integration,标准地址,上海市上海市浦东新区创新大道263号东方明珠花园14栋4单元1959室,上海市,上海市,浦东新区,创新大道,263号,东方明珠花园,14栋,4单元,1959室,200751,121.492000|31.252000,上海市上海市浦东新区创新大道263号 东方明珠花园14栋4单元1959室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0752,integration,标准地址,北京市北京市朝阳区科创路270号海纳公馆17栋1单元1970室,北京市,北京市,朝阳区,科创路,270号,海纳公馆,17栋,1单元,1970室,100752,116.424000|39.924000,北京市北京市朝阳区科创路270号 海纳公馆17栋1单元1970室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0753,integration,标准地址,广东省深圳市罗湖区友谊路277号锦绣家园20栋6单元1981室,广东省,深圳市,罗湖区,友谊路,277号,锦绣家园,20栋,6单元,1981室,518753,114.086000|22.576000,广东省深圳市罗湖区友谊路277号 锦绣家园20栋6单元1981室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0754,integration,标准地址,江苏省苏州市虎丘区沿江大道284号金色华庭3栋3单元1992室,江苏省,苏州市,虎丘区,沿江大道,284号,金色华庭,3栋,3单元,1992室,215754,120.648000|31.328000,江苏省苏州市虎丘区沿江大道284号 金色华庭3栋3单元1992室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0755,integration,标准地址,湖北省武汉市武昌区文化路291号书香门第6栋8单元2003室,湖北省,武汉市,武昌区,文化路,291号,书香门第,6栋,8单元,2003室,430755,114.330000|30.620000,湖北省武汉市武昌区文化路291号 书香门第6栋8单元2003室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0756,integration,简称/别名,随州市广水市幸福路298号未来城9幢2014室,湖北省,随州市,广水市,幸福路,298号,未来城,9栋,5单元,2014室,442056,113.412000|31.722000,湖北省随州市广水市幸福路298号 未来城9栋5单元2014室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0757,integration,简称/别名,上海市浦东新区世纪大道305号星河湾12幢2025室,上海市,上海市,浦东新区,世纪大道,305号,星河湾,12栋,2单元,2025室,200757,121.504000|31.264000,上海市上海市浦东新区世纪大道305号 星河湾12栋2单元2025室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0758,integration,缺失门牌,北京市北京市朝阳区中山东一路万和府15栋7单元2036室,北京市,北京市,朝阳区,中山东一路,312号,万和府,15栋,7单元,2036室,100758,116.436000|39.936000,北京市北京市朝阳区中山东一路312号 万和府15栋7单元2036室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0759,integration,疑似不存在,广东省深圳市罗湖区不存在路319号龙湖天街,广东省,深圳市,罗湖区,南京西路,319号,龙湖天街,18栋,4单元,2047室,518759,114.098000|22.588000,广东省深圳市罗湖区不存在路319号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0760,integration,标准地址,江苏省苏州市虎丘区人民路326号翡翠城1栋1单元2058室,江苏省,苏州市,虎丘区,人民路,326号,翡翠城,1栋,1单元,2058室,215760,120.620000|31.300000,江苏省苏州市虎丘区人民路326号 翡翠城1栋1单元2058室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0761,integration,标准地址,湖北省武汉市武昌区建设路333号东方明珠花园4栋6单元2069室,湖北省,武汉市,武昌区,建设路,333号,东方明珠花园,4栋,6单元,2069室,430761,114.302000|30.592000,湖北省武汉市武昌区建设路333号 东方明珠花园4栋6单元2069室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0762,integration,标准地址,湖北省随州市广水市解放大道340号海纳公馆7栋3单元2080室,湖北省,随州市,广水市,解放大道,340号,海纳公馆,7栋,3单元,2080室,442062,113.384000|31.694000,湖北省随州市广水市解放大道340号 海纳公馆7栋3单元2080室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0763,integration,标准地址,上海市上海市浦东新区创新大道347号锦绣家园10栋8单元2091室,上海市,上海市,浦东新区,创新大道,347号,锦绣家园,10栋,8单元,2091室,200763,121.476000|31.236000,上海市上海市浦东新区创新大道347号 锦绣家园10栋8单元2091室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0764,integration,标准地址,北京市北京市朝阳区科创路354号金色华庭13栋5单元2102室,北京市,北京市,朝阳区,科创路,354号,金色华庭,13栋,5单元,2102室,100764,116.408000|39.908000,北京市北京市朝阳区科创路354号 金色华庭13栋5单元2102室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0765,integration,标准地址,广东省深圳市罗湖区友谊路361号书香门第16栋2单元2113室,广东省,深圳市,罗湖区,友谊路,361号,书香门第,16栋,2单元,2113室,518765,114.070000|22.560000,广东省深圳市罗湖区友谊路361号 书香门第16栋2单元2113室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0766,integration,简称/别名,苏州市虎丘区沿江大道368号未来城19幢2124室,江苏省,苏州市,虎丘区,沿江大道,368号,未来城,19栋,7单元,2124室,215766,120.632000|31.312000,江苏省苏州市虎丘区沿江大道368号 未来城19栋7单元2124室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0767,integration,简称/别名,武汉市武昌区文化路375号星河湾2幢2135室,湖北省,武汉市,武昌区,文化路,375号,星河湾,2栋,4单元,2135室,430767,114.314000|30.604000,湖北省武汉市武昌区文化路375号 星河湾2栋4单元2135室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0768,integration,缺失门牌,湖北省随州市广水市幸福路万和府5栋1单元2146室,湖北省,随州市,广水市,幸福路,382号,万和府,5栋,1单元,2146室,442068,113.396000|31.706000,湖北省随州市广水市幸福路382号 万和府5栋1单元2146室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0769,integration,疑似不存在,上海市上海市浦东新区不存在路389号龙湖天街,上海市,上海市,浦东新区,世纪大道,389号,龙湖天街,8栋,6单元,2157室,200769,121.488000|31.248000,上海市上海市浦东新区不存在路389号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0770,integration,标准地址,北京市北京市朝阳区中山东一路396号翡翠城11栋3单元2168室,北京市,北京市,朝阳区,中山东一路,396号,翡翠城,11栋,3单元,2168室,100770,116.420000|39.920000,北京市北京市朝阳区中山东一路396号 翡翠城11栋3单元2168室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0771,integration,标准地址,广东省深圳市罗湖区南京西路403号东方明珠花园14栋8单元2179室,广东省,深圳市,罗湖区,南京西路,403号,东方明珠花园,14栋,8单元,2179室,518771,114.082000|22.572000,广东省深圳市罗湖区南京西路403号 东方明珠花园14栋8单元2179室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0772,integration,标准地址,江苏省苏州市虎丘区人民路410号海纳公馆17栋5单元2190室,江苏省,苏州市,虎丘区,人民路,410号,海纳公馆,17栋,5单元,2190室,215772,120.644000|31.324000,江苏省苏州市虎丘区人民路410号 海纳公馆17栋5单元2190室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0773,integration,标准地址,湖北省武汉市武昌区建设路417号锦绣家园20栋2单元2201室,湖北省,武汉市,武昌区,建设路,417号,锦绣家园,20栋,2单元,2201室,430773,114.326000|30.616000,湖北省武汉市武昌区建设路417号 锦绣家园20栋2单元2201室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0774,integration,标准地址,湖北省随州市广水市解放大道424号金色华庭3栋7单元2212室,湖北省,随州市,广水市,解放大道,424号,金色华庭,3栋,7单元,2212室,442074,113.408000|31.718000,湖北省随州市广水市解放大道424号 金色华庭3栋7单元2212室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0775,integration,标准地址,上海市上海市浦东新区创新大道431号书香门第6栋4单元2223室,上海市,上海市,浦东新区,创新大道,431号,书香门第,6栋,4单元,2223室,200775,121.500000|31.260000,上海市上海市浦东新区创新大道431号 书香门第6栋4单元2223室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0776,integration,简称/别名,北京市朝阳区科创路438号未来城9幢2234室,北京市,北京市,朝阳区,科创路,438号,未来城,9栋,1单元,2234室,100776,116.432000|39.932000,北京市北京市朝阳区科创路438号 未来城9栋1单元2234室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0777,integration,简称/别名,深圳市罗湖区友谊路445号星河湾12幢2245室,广东省,深圳市,罗湖区,友谊路,445号,星河湾,12栋,6单元,2245室,518777,114.094000|22.584000,广东省深圳市罗湖区友谊路445号 星河湾12栋6单元2245室,needs-human,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0778,integration,缺失门牌,江苏省苏州市虎丘区沿江大道万和府15栋3单元2256室,江苏省,苏州市,虎丘区,沿江大道,452号,万和府,15栋,3单元,2256室,215778,120.656000|31.336000,江苏省苏州市虎丘区沿江大道452号 万和府15栋3单元2256室,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0779,integration,疑似不存在,湖北省武汉市武昌区不存在路459号龙湖天街,湖北省,武汉市,武昌区,文化路,459号,龙湖天街,18栋,8单元,2267室,430779,114.338000|30.628000,湖北省武汉市武昌区不存在路459号,reject,是,Phase1.5-Lab-中文地址样本-六城
CNADDR-0780,integration,标准地址,湖北省随州市广水市幸福路466号翡翠城1栋5单元2278室,湖北省,随州市,广水市,幸福路,466号,翡翠城,1栋,5单元,2278室,442080,113.380000|31.690000,湖北省随州市广水市幸福路466号 翡翠城1栋5单元2278室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0781,integration,标准地址,上海市上海市浦东新区世纪大道473号东方明珠花园4栋2单元2289室,上海市,上海市,浦东新区,世纪大道,473号,东方明珠花园,4栋,2单元,2289室,200781,121.472000|31.232000,上海市上海市浦东新区世纪大道473号 东方明珠花园4栋2单元2289室,accept,否,Phase1.5-Lab-中文地址样本-六城
CNADDR-0782,integration,标准地址,北京市北京市朝阳区中山东一路480号海纳公馆7栋7单元2300室,北京市,北京市,朝阳区,中山东一路,480号,海纳公馆,7栋,7单元,2300室,100782,116.404000|39.904000,北京市北京市朝阳区中山东一路480号 海纳公馆7栋7单元2300室,accept,否,Phase1.5-Lab-中文地址样本-六城
