case_id,type,shard,phase_focus,batch_id,sample_spec_id,sample_mode,candidate_count,approval_status,caller_role,fault_mode,baseline_auto_pass_rate,baseline_review_rate,baseline_human_required_rate,baseline_consistency_score,baseline_quality_gate_pass_rate,baseline_review_accept_rate,candidate_auto_pass_rate,candidate_review_rate,candidate_human_required_rate,candidate_consistency_score,candidate_quality_gate_pass_rate,candidate_review_accept_rate,expected_recommendation,expected_http,expected_activation_allowed,expected_replay_available,expected_audit_events,time_budget_seconds
INT-0742,integration,08,C2_audit_events,batch-0742,ss-23,sample_spec,0,pending,reviewer,none,0.590,0.410,0.156,0.860,0.906,0.824,0.580,0.420,0.186,0.820,0.876,0.804,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0743,integration,08,C2_audit_events,batch-0743,ss-24,sample_spec,3,pending,operator,none,0.600,0.400,0.164,0.865,0.912,0.831,0.620,0.380,0.174,0.870,0.912,0.841,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0744,integration,08,C2_audit_events,batch-0744,ss-01,sample_spec,3,approved,operator,timeout,0.610,0.390,0.172,0.870,0.882,0.782,0.640,0.360,0.152,0.880,0.892,0.802,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0745,integration,08,C2_audit_events,batch-0745,ss-02,sample_spec,3,pending,admin,none,0.620,0.380,0.180,0.875,0.888,0.789,0.610,0.390,0.210,0.835,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0746,integration,08,C2_audit_events,batch-0746,ss-03,sample_spec,3,pending,operator,none,0.630,0.370,0.188,0.880,0.894,0.796,0.650,0.350,0.198,0.885,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0747,integration,08,C2_audit_events,batch-0747,ss-04,sample_spec,3,pending,operator,tool_5xx,0.640,0.360,0.196,0.840,0.900,0.803,0.670,0.330,0.176,0.850,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0748,integration,08,C2_audit_events,batch-0748,ss-05,sample_spec,3,approved,anonymous,schema_mismatch,0.650,0.350,0.204,0.845,0.906,0.810,0.640,0.360,0.234,0.805,0.876,0.790,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0749,integration,08,C2_audit_events,batch-0749,ss-06,sample_spec,3,pending,reviewer,none,0.660,0.340,0.156,0.850,0.912,0.817,0.680,0.320,0.166,0.855,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0750,integration,08,C2_audit_events,batch-0750,ss-07,sample_spec,3,pending,admin,none,0.570,0.430,0.164,0.855,0.882,0.824,0.600,0.400,0.144,0.865,0.892,0.844,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0751,integration,08,C2_audit_events,batch-0751,ss-08,sample_spec,3,pending,operator,none,0.580,0.420,0.172,0.860,0.888,0.831,0.570,0.430,0.202,0.820,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0752,integration,08,C2_audit_events,batch-0752,ss-09,sample_spec,3,approved,operator,timeout,0.590,0.410,0.180,0.865,0.894,0.782,0.610,0.390,0.190,0.870,0.894,0.792,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0753,integration,08,C2_audit_events,batch-0753,ss-10,sample_spec,3,pending,operator,none,0.600,0.400,0.188,0.870,0.900,0.789,0.630,0.370,0.168,0.880,0.910,0.809,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0754,integration,08,C2_audit_events,batch-0754,ss-11,sample_spec,3,rejected,operator,none,0.610,0.390,0.196,0.875,0.906,0.796,0.600,0.400,0.226,0.835,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0755,integration,08,C2_audit_events,batch-0755,ss-12,sample_spec,3,pending,admin,none,0.620,0.380,0.204,0.880,0.912,0.803,0.640,0.360,0.214,0.885,0.912,0.813,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0756,integration,08,C2_audit_events,batch-0756,ss-13,sample_spec,3,approved,reviewer,tool_5xx,0.630,0.370,0.156,0.840,0.882,0.810,0.660,0.340,0.136,0.850,0.892,0.830,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0757,integration,08,C2_audit_events,batch-0757,ss-14,sample_spec,3,pending,operator,none,0.640,0.360,0.164,0.845,0.888,0.817,0.630,0.370,0.194,0.805,0.858,0.797,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0758,integration,08,C2_audit_events,batch-0758,ss-15,sample_spec,3,pending,operator,none,0.650,0.350,0.172,0.850,0.894,0.824,0.670,0.330,0.182,0.855,0.894,0.834,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0759,integration,08,C2_audit_events,batch-0759,ss-16,sample_spec,3,pending,operator,schema_mismatch,0.660,0.340,0.180,0.855,0.900,0.831,0.690,0.310,0.160,0.865,0.910,0.851,accept,500,false,false,agent_run_start|tool_call|error_response,180
INT-0760,integration,08,C2_audit_events,batch-0760,ss-17,sample_spec,3,approved,admin,event_drop,0.570,0.430,0.188,0.860,0.906,0.782,0.560,0.440,0.218,0.820,0.876,0.762,reject,200,true,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed|ruleset_activated,180
INT-0761,integration,08,C2_audit_events,batch-0761,ss-18,sample_spec,3,pending,operator,none,0.580,0.420,0.196,0.865,0.912,0.789,0.600,0.400,0.206,0.870,0.912,0.799,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0762,integration,08,C2_audit_events,batch-0762,ss-19,sample_spec,3,pending,operator,none,0.590,0.410,0.204,0.870,0.882,0.796,0.620,0.380,0.184,0.880,0.892,0.816,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0763,integration,08,C2_audit_events,batch-0763,ss-20,sample_spec,3,pending,reviewer,none,0.600,0.400,0.156,0.875,0.888,0.803,0.590,0.410,0.186,0.835,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0764,integration,08,C2_audit_events,batch-0764,ss-21,sample_spec,3,approved,operator,none,0.610,0.390,0.164,0.880,0.894,0.810,0.630,0.370,0.174,0.885,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0765,integration,08,C2_audit_events,batch-0765,ss-22,sample_spec,3,pending,anonymous,tool_5xx,0.620,0.380,0.172,0.840,0.900,0.817,0.650,0.350,0.152,0.850,0.910,0.837,accept,401,false,false,agent_run_start|tool_call|error_response,180
INT-0766,integration,08,C2_audit_events,batch-0766,ss-23,sample_spec,3,pending,operator,none,0.630,0.370,0.180,0.845,0.906,0.824,0.620,0.380,0.210,0.805,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0767,integration,08,C2_audit_events,batch-0767,ss-24,sample_spec,3,rejected,operator,none,0.640,0.360,0.188,0.850,0.912,0.831,0.660,0.340,0.198,0.855,0.912,0.841,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0768,integration,08,C2_audit_events,batch-0768,ss-01,sample_spec,3,approved,operator,timeout,0.650,0.350,0.196,0.855,0.882,0.782,0.680,0.320,0.176,0.865,0.892,0.802,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0769,integration,08,C2_audit_events,batch-0769,ss-02,sample_spec,3,pending,operator,none,0.660,0.340,0.204,0.860,0.888,0.789,0.650,0.350,0.234,0.820,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0770,integration,08,C2_audit_events,batch-0770,ss-03,sample_spec,3,pending,reviewer,schema_mismatch,0.570,0.430,0.156,0.865,0.894,0.796,0.590,0.410,0.166,0.870,0.894,0.806,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0771,integration,08,C2_audit_events,batch-0771,ss-04,sample_spec,3,pending,operator,none,0.580,0.420,0.164,0.870,0.900,0.803,0.610,0.390,0.144,0.880,0.910,0.823,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0772,integration,08,C2_audit_events,batch-0772,ss-05,sample_spec,3,approved,operator,none,0.590,0.410,0.172,0.875,0.906,0.810,0.580,0.420,0.202,0.835,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0773,integration,08,C2_audit_events,batch-0773,ss-06,sample_spec,3,pending,operator,none,0.600,0.400,0.180,0.880,0.912,0.817,0.620,0.380,0.190,0.885,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0774,integration,08,C2_audit_events,batch-0774,ss-07,sample_spec,3,pending,operator,tool_5xx,0.610,0.390,0.188,0.840,0.882,0.824,0.640,0.360,0.168,0.850,0.892,0.844,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0775,integration,08,C2_audit_events,batch-0775,ss-08,sample_spec,3,pending,admin,none,0.620,0.380,0.196,0.845,0.888,0.831,0.610,0.390,0.226,0.805,0.858,0.811,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0776,integration,08,C2_audit_events,batch-0776,ss-09,sample_spec,3,approved,operator,timeout,0.630,0.370,0.204,0.850,0.894,0.782,0.650,0.350,0.214,0.855,0.894,0.792,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0777,integration,08,C2_audit_events,batch-0777,ss-10,sample_spec,4,pending,reviewer,none,0.640,0.360,0.156,0.855,0.900,0.789,0.670,0.330,0.136,0.865,0.910,0.809,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0778,integration,08,C2_audit_events,batch-0778,ss-11,sample_spec,3,pending,operator,none,0.650,0.350,0.164,0.860,0.906,0.796,0.640,0.360,0.194,0.820,0.876,0.776,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0779,integration,08,C2_audit_events,batch-0779,ss-12,full,3,pending,operator,event_drop,0.660,0.340,0.172,0.865,0.912,0.803,0.680,0.320,0.182,0.870,0.912,0.813,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0780,integration,08,C2_audit_events,batch-0780,ss-13,sample_spec,3,rejected,admin,none,0.570,0.430,0.180,0.870,0.882,0.810,0.600,0.400,0.160,0.880,0.892,0.830,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0781,integration,08,C2_audit_events,batch-0781,ss-14,sample_spec,3,pending,operator,schema_mismatch,0.580,0.420,0.188,0.875,0.888,0.817,0.570,0.430,0.218,0.835,0.858,0.797,reject,500,false,false,agent_run_start|tool_call|error_response,180
INT-0782,integration,08,C2_audit_events,batch-0782,ss-15,sample_spec,3,pending,anonymous,none,0.590,0.410,0.196,0.880,0.894,0.824,0.610,0.390,0.206,0.885,0.894,0.834,reject,401,false,false,agent_run_start|tool_call|error_response,180
INT-0783,integration,08,C2_audit_events,batch-0783,ss-16,sample_spec,3,pending,operator,tool_5xx,0.600,0.400,0.204,0.840,0.900,0.831,0.630,0.370,0.184,0.850,0.910,0.851,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0784,integration,08,C2_audit_events,batch-0784,ss-17,sample_spec,3,approved,reviewer,timeout,0.610,0.390,0.156,0.845,0.906,0.782,0.600,0.400,0.186,0.805,0.876,0.762,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0785,integration,08,C2_audit_events,batch-0785,ss-18,sample_spec,3,pending,admin,none,0.620,0.380,0.164,0.850,0.912,0.789,0.640,0.360,0.174,0.855,0.912,0.799,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0786,integration,08,C2_audit_events,batch-0786,ss-19,sample_spec,3,pending,operator,none,0.630,0.370,0.172,0.855,0.882,0.796,0.660,0.340,0.152,0.865,0.892,0.816,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0787,integration,08,C2_audit_events,batch-0787,ss-20,sample_spec,3,pending,operator,none,0.640,0.360,0.180,0.860,0.888,0.803,0.630,0.370,0.210,0.820,0.858,0.783,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0788,integration,08,C2_audit_events,batch-0788,ss-21,sample_spec,3,approved,operator,none,0.650,0.350,0.188,0.865,0.894,0.810,0.670,0.330,0.198,0.870,0.894,0.820,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0789,integration,08,C2_audit_events,batch-0789,ss-22,sample_spec,3,pending,operator,none,0.660,0.340,0.196,0.870,0.900,0.817,0.690,0.310,0.176,0.880,0.910,0.837,accept,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0790,integration,08,C2_audit_events,batch-0790,ss-23,sample_spec,3,pending,admin,none,0.570,0.430,0.204,0.875,0.906,0.824,0.560,0.440,0.234,0.835,0.876,0.804,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0791,integration,08,C2_audit_events,batch-0791,ss-24,sample_spec,3,pending,reviewer,none,0.580,0.420,0.156,0.880,0.912,0.831,0.600,0.400,0.166,0.885,0.912,0.841,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0792,integration,08,C2_audit_events,batch-0792,ss-01,sample_spec,3,approved,operator,schema_mismatch,0.590,0.410,0.164,0.840,0.882,0.782,0.620,0.380,0.144,0.850,0.892,0.802,accept,500,false,false,agent_run_start|tool_call|error_response,180
INT-0793,integration,08,C2_audit_events,batch-0793,ss-02,sample_spec,3,rejected,operator,none,0.600,0.400,0.172,0.845,0.888,0.789,0.590,0.410,0.202,0.805,0.858,0.769,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0794,integration,08,C2_audit_events,batch-0794,ss-03,sample_spec,3,pending,operator,none,0.610,0.390,0.180,0.850,0.894,0.796,0.630,0.370,0.190,0.855,0.894,0.806,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0795,integration,08,C2_audit_events,batch-0795,ss-04,sample_spec,0,pending,admin,none,0.620,0.380,0.188,0.855,0.900,0.803,0.650,0.350,0.168,0.865,0.910,0.823,reject,400,false,false,agent_run_start|tool_call|error_response,180
INT-0796,integration,08,C2_audit_events,batch-0796,ss-05,sample_spec,3,approved,operator,none,0.630,0.370,0.196,0.860,0.906,0.810,0.620,0.380,0.226,0.820,0.876,0.790,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0797,integration,08,C2_audit_events,batch-0797,ss-06,sample_spec,3,pending,operator,none,0.640,0.360,0.204,0.865,0.912,0.817,0.660,0.340,0.214,0.870,0.912,0.827,reject,200,false,true,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
INT-0798,integration,08,C2_audit_events,batch-0798,ss-07,sample_spec,3,pending,reviewer,event_drop,0.650,0.350,0.156,0.870,0.882,0.824,0.680,0.320,0.136,0.880,0.892,0.844,accept,200,false,false,agent_run_start|tool_call|baseline_completed|candidate_completed_x3|scorecard_computed|change_request_created|approval_changed,180
